,id,username,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
129,1510432740776333313,NESN,1648950202000.0,2022-04-03 09:43:22,ANOTHER ONE! Jake DeBrusk pots an empty-netter to make it 4-2 for the Bruins. @Audi  https://t.co/H761WdCtAY,en,[],[],https://twitter.com/NESN/status/1510432740776333313,[],['https://pbs.twimg.com/media/FPYikqzXMAINQuA.png'],1,https://pbs.twimg.com/media/FPYikqzXMAINQuA.png,37,0,2
130,1510431969674416136,PoloAssociation,1648950018000.0,2022-04-03 09:40:18,#USOpenPolo game results have arrived! Audi defeated La Indiana 13-12  BPP: Lac Aji (Played by Luckitas Criado Jr. /Owned by Lucas Criado)  Pilot defeated Cessna 12-6  BPP: KY Goldielocks (@facundopieres)  📸: @dlominska #PoloPony  https://t.co/qrwTP0eeuB,en,"['usopenpolo', 'polopony']",[],https://twitter.com/PoloAssociation/status/1510431969674416136,[],"['https://pbs.twimg.com/media/FPYh1C5WYAIru1e.jpg', 'https://pbs.twimg.com/media/FPYh1C5WQAUQpuO.jpg']",1,https://pbs.twimg.com/media/FPYh1C5WYAIru1e.jpg,6,0,2
131,1510431305082748929,NESN,1648949860000.0,2022-04-03 09:37:40,"GOAL!!! Erik Haula on the power play with his second goal of the night, makes it 3-2!! @Audi  https://t.co/98z5i9Atg1",en,[],[],https://twitter.com/NESN/status/1510431305082748929,[],['https://pbs.twimg.com/media/FPYhRJ4XEAASNSn.png'],1,https://pbs.twimg.com/media/FPYhRJ4XEAASNSn.png,29,0,1
132,1510428640177238018,NewYorkRedBulls,1648949224000.0,2022-04-03 09:27:04,"That's an own goal, but Ashley Fletcher... this one is for you.  @Audi | #RBNY  https://t.co/wx3pgBUijz",en,['rbny'],[],https://twitter.com/NewYorkRedBulls/status/1510428640177238018,[],[],1,https://pbs.twimg.com/media/FPXwr2vXEAAG_3Q.jpg,134,11,20
133,1510418816106332160,NESN,1648946882000.0,2022-04-03 08:48:02,GOAL!! Marchand ties it up 2-2 in the second! @Audi  https://t.co/kXsAHvlCJG,en,[],[],https://twitter.com/NESN/status/1510418816106332160,[],['https://pbs.twimg.com/media/FPYV6KRWYAUi5yo.png'],1,https://pbs.twimg.com/media/FPYV6KRWYAUi5yo.png,31,0,1
134,1510414527849852934,therealautoblog,1648945860000.0,2022-04-03 08:31:00,.@Audi A6 Avant E-Tron concept wants to make you lust after wagons again:  https://t.co/OccfCxDjYu  https://t.co/n09URDR06d,en,[],[],https://twitter.com/therealautoblog/status/1510414527849852934,['http://bit.ly/36kU0xI'],['https://pbs.twimg.com/media/FPNC6-gXsAMIpX-.jpg'],1,https://pbs.twimg.com/media/FPNC6-gXsAMIpX-.jpg,87,3,10
135,1510403714485526529,NESN,1648943282000.0,2022-04-03 07:48:02,GOAL!! Erik Haula scores the first of the night for the Bruins! @Audi  https://t.co/UEp0T5SdzQ,en,[],[],https://twitter.com/NESN/status/1510403714485526529,[],['https://pbs.twimg.com/media/FPYILKKXMAMc45p.png'],1,https://pbs.twimg.com/media/FPYILKKXMAMc45p.png,35,0,0
136,1510402361948258313,RobUsry,1648942959000.0,2022-04-03 07:42:39,A Rugby match has broken out at Audi Field,en,[],[],https://twitter.com/RobUsry/status/1510402361948258313,[],[],0,,21,1,1
137,1510401688330514434,blackandredU,1648942799000.0,2022-04-03 07:39:59,"I'm @JasonDCsoccer, I am slowly being absorbed into the fabric of the Audi Field press box, which is great because I'm gonna be here tonight and tomorrow for games. First one is already going! #VamosUnited",en,['vamosunited'],[],https://twitter.com/blackandredU/status/1510401688330514434,[],[],0,,7,1,0
139,1510398636735279104,jeanelie,1648942071000.0,2022-04-03 07:27:51,I’m making a decision on a car and I’m torn btw getting an Audi or BMW? 🤔,en,[],[],https://twitter.com/jeanelie/status/1510398636735279104,[],[],0,,54,65,3
