,id,username,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
319,1509908458858065921,TAGHeuer,1648825203000.0,2022-04-01 23:00:03,"Ready to ignite. With a new oscillating mass resembling the @Porsche steering wheel &amp; a Calibre Heuer 02 movement, the new #TAGHeuerCarrera x Porsche Limited Edition Chronograph gives you confidence to race against time. #WatchesandWonders2022 Learn more:  https://t.co/h8q2klMEiZ  https://t.co/O7JKqlzAlS",en,"['tagheuercarrera', 'watchesandwonders2022']",[],https://twitter.com/TAGHeuer/status/1509908458858065921,['http://tag.hr/WWCarreraPorscheTW'],['https://pbs.twimg.com/media/FPRFvbOXoAQmsoQ.jpg'],1,https://pbs.twimg.com/media/FPRFvbOXoAQmsoQ.jpg,61,1,9
320,1509907755401940997,luxury,1648825036000.0,2022-04-01 22:57:16,"The story behind Porsche Design's half-century of iconic watches, sunglasses, and other automotive-inspired industrial arts  https://t.co/CWWK3ksCkB",en,[],[],https://twitter.com/luxury/status/1509907755401940997,['https://trib.al/mYMNiQy'],[],0,,24,3,12
321,1509907124289220637,BDliveSA,1648824885000.0,2022-04-01 22:54:45,"VW to give green light for Audi, Porsche to enter F1 — sources  https://t.co/vcabP5wWt5",en,[],[],https://twitter.com/BDliveSA/status/1509907124289220637,['https://bit.ly/3DsVmmq'],[],0,,6,3,1
323,1509899332379627521,BloombergDeals,1648823028000.0,2022-04-01 22:23:48,Germany’s biggest IPO is missing its biggest bank as VW snubs Deutsche Bank for lead role on Porsche listing -- @ak_mna and @eyk_henning report  https://t.co/mQs2jxdQJm,en,[],[],https://twitter.com/BloombergDeals/status/1509899332379627521,['https://trib.al/PES7qim'],[],0,,0,0,3
324,1509898393128095746,AutoNewsEurope,1648822804000.0,2022-04-01 22:20:04,"Audi, Porsche likely to get approval for Formula One  https://t.co/EjIqVgzMyr  https://t.co/91as0xpIC9",en,[],[],https://twitter.com/AutoNewsEurope/status/1509898393128095746,['http://dlvr.it/SMnJ2p'],['https://pbs.twimg.com/media/FPQ8ljGagAIJRtc.jpg'],1,https://pbs.twimg.com/media/FPQ8ljGagAIJRtc.jpg,0,0,0
325,1509898320352665606,MotorTrend,1648822786000.0,2022-04-01 22:19:46,Performance results and track tested: @Lamborghini Huracan STO vs @MercedesAMG GT Black Series vs @Porsche 911 GT3. Who reigns at the top?  https://t.co/Qn58wPUSS1,en,[],[],https://twitter.com/MotorTrend/status/1509898320352665606,['https://www.motortrend.com/reviews/lamborghini-huracan-sto-mercedes-amg-gt-black-series-porsche-911-gt3-comparison-test-review/'],[],0,,13,1,2
327,1509894461970550790,BW,1648821866000.0,2022-04-01 22:04:26,"The story behind Porsche Design's half-century of iconic watches, sunglasses, and other automotive-inspired industrial arts  https://t.co/Q0NG3PC5ZW",en,[],[],https://twitter.com/BW/status/1509894461970550790,['https://trib.al/ILottWs'],[],0,,12,1,2
333,1509885309575704579,business,1648819684000.0,2022-04-01 21:28:04,"The story behind Porsche Design's half-century of iconic watches, sunglasses, and other automotive-inspired industrial arts  https://t.co/Nq33qT3pTK",en,[],[],https://twitter.com/business/status/1509885309575704579,['https://trib.al/VcFj1xb'],[],0,,21,1,5
334,1509884022004109313,IndySport,1648819377000.0,2022-04-01 21:22:57,Volkswagen Group set to agree Formula 1 venture next week with Audi and Porsche brands   https://t.co/kXTv9mqRd5,en,[],[],https://twitter.com/IndySport/status/1509884022004109313,['https://www.independent.co.uk/f1/volkswagen-audi-porsche-formula-one-team-b2048986.html'],[],0,,2,1,3
337,1509882039390060555,Porsche,1648818905000.0,2022-04-01 21:15:05,Making childhood dreams come true 🚗 We’re excited to release the Porsche 911 Carrera RS 2.7 as a part of the @playmobil range. #PLAYMOBIL  https://t.co/q3vDa4kKuw,en,['playmobil'],[],https://twitter.com/Porsche/status/1509882039390060555,[],"['https://pbs.twimg.com/media/FPQttNRXwAUtQn5.jpg', 'https://pbs.twimg.com/media/FPQttODXIAIb-sw.jpg', 'https://pbs.twimg.com/media/FPQtkBWWUAE2QvK.jpg', 'https://pbs.twimg.com/media/FPQtkBXWQAMw32F.jpg']",1,https://pbs.twimg.com/media/FPQttNRXwAUtQn5.jpg,517,15,49
338,1509881304216702982,luxury,1648818729000.0,2022-04-01 21:12:09,The new Maserati Grecale SUV adds fresh competition to the Porsche Macan and Mercedes GLE  https://t.co/WaA8PSSud7,en,[],[],https://twitter.com/luxury/status/1509881304216702982,['https://trib.al/O6KjEJ4'],[],0,,2,0,1
340,1509880005790081036,PorscheRaces,1648818420000.0,2022-04-01 21:07:00,#IMSA - #FlashbackFriday with this year's @IMSA 24 Hours of #Daytona winners. The No. 9 #911GT3 of #Porsche customer racing team @pfaffmotorsport took the victory @Daytona  @Mathjaminet @mattcampbell22_ @FelipeNasr  https://t.co/ETCQBU43Ut,en,"['imsa', 'flashbackfriday', 'daytona', '911gt3', 'porsche']",[],https://twitter.com/PorscheRaces/status/1509880005790081036,[],['https://pbs.twimg.com/media/FPK5KyDWYAQ4sVy.jpg'],1,https://pbs.twimg.com/media/FPK5KyDWYAQ4sVy.jpg,250,2,36
