,id,username,geo,created_at,date,tweet,language,hashtags,cashtags,link,urls,photos,video,nlikes,nreplies,nretweets
38,1.51E+18,NewsBytesApp,India,1.64906E+12,2022-04-04T17:12:00Z,"In India, the limited-run Volkswagen Polo Legend edition hatchback sports a price-figure of Rs. 10.25 lakh (ex-showroom). The model is up for grabs at all 151 dealerships of the company across the country.  https://t.co/9MVQhAcwN5",en,[],[],https://twitter.com/NewsBytesApp/status/1510908030145032195,[],['https://pbs.twimg.com/media/FPfSxruVkAcsoIJ.jpg'],1,0,0,0
39,1.51E+18,NewsBytesApp,India,1.64906E+12,2022-04-04T17:11:58Z,"The Volkswagen Polo Legend has a spacious 5-seater cabin, featuring auto climate control, cruise control, rear AC vents &amp; a leather-wrapped power steering wheel. The safety of the passengers is ensured by crash sensors, an engine immobilizer, ABS &amp; electronic stability control.  https://t.co/TMuxB09al6",en,[],[],https://twitter.com/NewsBytesApp/status/1510908024289783808,[],['https://pbs.twimg.com/media/FPfSslGUcAMBLtO.jpg'],1,0,1,0
40,1.51E+18,NewsBytesApp,India,1.64906E+12,2022-04-04T17:11:57Z,The Volkswagen Polo Legend edition draws power from a 1.0-liter TSI turbocharged petrol engine that generates a maximum power of 108hp and a peak torque of 175Nm. The mill is linked to a 6-speed torque converter automatic gearbox.  https://t.co/ZYWxIrGyta,en,[],[],https://twitter.com/NewsBytesApp/status/1510908018027732994,[],['https://pbs.twimg.com/media/FPfSgAHVsAASetA.jpg'],1,0,1,0
41,1.51E+18,NewsBytesApp,India,1.64906E+12,2022-04-04T17:11:55Z,"The Volkswagen Polo Legend edition has a sculpted bonnet, a chrome-lined grille, a wide air vent, sleek headlamps, and 'Legend' badging on the fenders and boot. It is flanked by black B-pillars, ORVMs, and 16-inch alloy wheels.  https://t.co/hX3yy3QFJJ",en,[],[],https://twitter.com/NewsBytesApp/status/1510908010679640067,[],['https://pbs.twimg.com/media/FPfSZcgVQAEt-Mi.jpg'],1,0,1,0
42,1.51E+18,NewsBytesApp,India,1.64906E+12,2022-04-04T17:11:53Z,The Legend edition variant of the Volkswagen Polo marks the end of the car's 12-year journey in India. It is the brand's bestselling model and has sold over 3L units. Volkswagen has confirmed to end the production of the Polo and hence.  https://t.co/iUWbq1nJdY,en,[],[],https://twitter.com/NewsBytesApp/status/1510908000508125184,[],['https://pbs.twimg.com/media/FPfSSVnVgAUbBV0.jpg'],1,0,1,0
43,1.51E+18,NewsBytesApp,India,1.64906E+12,2022-04-04T17:11:51Z,German automaker Volkswagen has introduced the 'Legend edition' variant of its Polo hatchback in India. It is based on the GT TSI trim and its production is limited to just 700 units. #Volkswagen   https://t.co/ELCQGgFhGZ  https://t.co/yuxo8GstJF,en,['volkswagen'],[],https://twitter.com/NewsBytesApp/status/1510907992715116550,['https://www.newsbytesapp.com/news/auto/volkswagen-polo-legend-edition-launched-price-features-specifications/story'],['https://pbs.twimg.com/media/FPfSHF_VUAEHLsp.jpg'],1,2,1,0
44,1.51E+18,UKVolkswagen,UK,1.64906E+12,2022-04-04T16:55:38Z,"@mark_scaffolder Hi Mark, we're sorry to hear this, we appreciate the frustration and inconvenience. Could you DM us with your registration, name of the Volkswagen Retailer you were booked with and some more information on this please?",en,[],[],https://twitter.com/UKVolkswagen/status/1510903911716110339,[],[],0,0,0,0
45,1.51E+18,autox,India,1.64906E+12,2022-04-04T16:25:30Z,Volkswagen's given the Polo its own limited-edition variant to mark the end of its decade-long production run in India. Here's what you get:  @volkswagenindia    https://t.co/vE9PREAPqX,en,[],[],https://twitter.com/autox/status/1510896329668829190,['https://www.autox.com/news/car-news/volkswagen-polo-gets-a-limited-edition-variant-as-one-last-hurrah-110897/'],[],0,2,0,1
46,1.51E+18,volkswagen,Germany,1.64906E+12,2022-04-04T16:01:52Z,"ℹ️  Thomas Schäfer has been named Chief Operating Officer (COO) of the Volkswagen brand effective April 1, 2022. Schäfer will subsequently take over as Chairman of the Volkswagen brand with effect from July 1, 2022.  Click below for more information. 👇",en,[],[],https://twitter.com/volkswagen/status/1510890380824305667,[],[],0,48,3,5
47,1.51E+18,skodaautonews,Germany,1.64906E+12,2022-04-04T15:02:14Z,"Current #SKODA AUTO CEO, Thomas Schaefer, will take over as Chairman of the Board of Management of the @volkswagen brand on 1 July 2022, at the same time moving up to the @VWGroup Board of Management and becoming Head of the ‘Volume’ brand group. More ➡️  https://t.co/Eh62qq95KA  https://t.co/xyBQFPYa9W",en,['skoda'],[],https://twitter.com/skodaautonews/status/1510875372396687364,['http://bit.ly/SA-CEO'],['https://pbs.twimg.com/media/FPe0sqtWYAQiPSg.jpg'],1,12,0,3
48,1.51E+18,skodaautonews,Germany,1.64906E+12,2022-04-04T14:56:13Z,"As of 1 July 2022, the new Chairman of the Board of Management of #SKODA AUTO a.s. will be Klaus Zellmer, who is currently the Volkswagen brand Board member responsible for Sales, Marketing and After Sales.",en,['skoda'],[],https://twitter.com/skodaautonews/status/1510873859603501060,[],[],0,30,2,7
49,1.51E+18,autox,India,1.64906E+12,2022-04-04T14:53:45Z,Volkswagen India @volkswagenindia is celebrating 12 years of their longest-selling product line in India today - the Polo. Here’s a look at the various versions of the Polo sold in India #12YearsOfPolo #PoloLove  https://t.co/xMcqXI3ROr,en,"['12yearsofpolo', 'pololove']",[],https://twitter.com/autox/status/1510873236917174272,[],"['https://pbs.twimg.com/media/FPezMY9XoAAcvCl.jpg', 'https://pbs.twimg.com/media/FPezMY6WQAE6u7R.jpg']",1,4,1,2
50,1.51E+18,lizalinwsj,Singapore,1.64905E+12,2022-04-04T12:19:02Z,"Shanghai is home to car and chip factories run by General Motors, Tesla, Volkswagen and SMIC. Here's a look at how the city plans to keep production humming over its sweeping lockdown:",en,[],[],https://twitter.com/lizalinwsj/status/1510834302153805825,[],[],0,9,1,4
51,1.51E+18,wibw,USA,1.64903E+12,2022-04-04T09:00:10Z,"MW has halted production at two German factories. Mercedes is slowing work at its assembly plants. Volkswagen, warning of production stoppages, is looking for alternative sources for parts.  https://t.co/ltdsSM0Pwj",en,[],[],https://twitter.com/wibw/status/1510784255911157768,['https://www.wibw.com/2022/04/03/russia-war-could-further-escalate-auto-prices-shortages/?utm_source=twitter&utm_medium=social&utm_campaign=snd&utm_content=wibw'],[],0,0,0,0
52,1.51E+18,UKVolkswagen,UK,1.6489E+12,2022-04-02T18:38:40Z,@Jonatha13144761 Hi Jonathan. It's great to know that you've placed an order for a T-Roc. It is a nice choice of car. We'd suggest you stay in touch with the team at the selling Volkswagen Retailer and they'll keep you updated on the progress of your order.,en,[],[],https://twitter.com/UKVolkswagen/status/1510205063528071170,[],[],0,0,0,0
53,1.51E+18,JD_Corporate,China,1.64889E+12,2022-04-02T17:53:55Z,"JD has partnered with leading #EV manufacturers including @Tesla , @VW , @AudiOfficial , @XPengMotors , Voyah, Aiways and more for charging poll services in China  https://t.co/hyhe9Ju9GC",en,['ev'],[],https://twitter.com/JD_Corporate/status/1510193802698395654,['https://jdcorporateblog.com/jd-service-plus-builds-all-in-one-supply-chain-solutions-for-ev-charging-pools/'],[],0,5,0,3
54,1.51E+18,carandbike,India,1.64889E+12,2022-04-02T15:37:43Z,"Skoda Auto Volkswagen India (SAVWIPL) has recorded a new milestone as it has rolled out its 1.5 millionth unit from its Indian manufacturing facilities. This number also incorporates units from the group's other brand, Audi. Details:  https://t.co/IZvltdTXkS  https://t.co/AjzUKGOEGN",en,[],[],https://twitter.com/carandbike/status/1510159527185813504,['https://www.carandbike.com/news/skoda-auto-volkswagen-india-rolls-out-15-lakh-vehicles-from-domestic-manufacturing-plants-2858237'],['https://pbs.twimg.com/media/FPUm0GPVsAMqvpO.jpg'],1,13,1,4
55,1.51E+18,carandbike,India,1.64887E+12,2022-04-02T12:21:18Z,.@VW launched the made in India #Taigun in Mexico. No points for guessing what is is called. We got exclusive access to the launch.  Read on:  https://t.co/oahE2KyppF  https://t.co/weyWDXUwp1,en,['taigun'],[],https://twitter.com/carandbike/status/1510110095891316737,['https://www.carandbike.com/news/made-in-india-volkswagen-taigun-launched-in-mexico-as-t-cross-2857950'],['https://pbs.twimg.com/media/FPT61F1VQAAKcW0.jpg'],1,44,1,4
56,1.51E+18,IndySport,UK,1.64885E+12,2022-04-02T04:49:00Z,Volkswagen Group set to agree #F1 venture next week with Audi and Porsche brands   https://t.co/kXTv9mIs4D,en,['f1'],[],https://twitter.com/IndySport/status/1509996271934734338,['https://www.independent.co.uk/f1/volkswagen-audi-porsche-formula-one-team-b2048986.html'],[],0,1,0,1
57,1.51E+18,IndySport,UK,1.64882E+12,2022-04-01T21:22:57Z,Volkswagen Group set to agree Formula 1 venture next week with Audi and Porsche brands   https://t.co/kXTv9mqRd5,en,[],[],https://twitter.com/IndySport/status/1509884022004109313,['https://www.independent.co.uk/f1/volkswagen-audi-porsche-formula-one-team-b2048986.html'],[],0,2,1,3
58,1.51E+18,UKVolkswagen,UK,1.64881E+12,2022-04-01T18:46:50Z,"@WineGlassCharms We're disappointed to hear this, Miki. Kindly send a DM  with your vehicle registration number and case number (if any) to our colleagues in Commercial Vehicles @Volkswagen_CV and they'll look into this for you.",en,[],[],https://twitter.com/UKVolkswagen/status/1509844732771504131,[],[],0,0,2,0
59,1.50E+18,volkswagenindia,India,1.64672E+12,2022-03-08T13:59:24Z,We are LIVE. Tune-in to the World Premiere of the #NewVirtus now.  #VolkswagenIndia #Volkswagen  https://t.co/FnBhQrMlWv,en,"['newvirtus', 'volkswagenindia', 'volkswagen']",[],https://twitter.com/volkswagenindia/status/1501075089110241280,[],['https://pbs.twimg.com/media/FNTj1kGaAAA7n_M.jpg'],1,64,5,7
60,1.50E+18,volkswagenindia,India,1.64672E+12,2022-03-08T12:58:12Z,The day of unveiling is finally here. Discover the #NewVirtus at 11 am today. #VolkswagenIndia #Volkswagen  https://t.co/p0BIfmcKFu,en,"['newvirtus', 'volkswagenindia', 'volkswagen']",[],https://twitter.com/volkswagenindia/status/1501059686837403648,[],['https://pbs.twimg.com/media/FNTV1CJakAIsDGQ.jpg'],1,79,1,4
61,1.49E+18,anuragkotoky,Singapore,1.64514E+12,2022-02-18T08:25:28Z,"Nearly 4,000 Volkswagen Group cars—including Lamborghini, Audi, and Porsche units—are adrift on a burning cargo ship  https://t.co/4mnjfCr44N via @luxury",en,[],[],https://twitter.com/anuragkotoky/status/1494468071418785804,['https://www.bloomberg.com/news/articles/2022-02-17/thousands-of-volkswagen-group-cars-adrift-on-burning-cargo-ship?sref=BZ0PiWWn'],[],0,0,0,0
62,1.49E+18,MainaBismee,India,1.64459E+12,2022-02-11T23:47:32Z,"CCTV footage showed accused Raj Sunderam dragging the victim, a businessman, on the bonnet of his Volkswagen for nearly 200 metres. His father, a retired bureaucrat, was also present in vehicle.",en,[],[],https://twitter.com/MainaBismee/status/1492163402889719808,[],[],0,5,1,1
